type,fund,fund_size,beneficial_units,total_beneficiaries
AE21,安聯四季成長組合基金-美元,"60,227,845","127,273.70",23
AE21,安聯四季成長組合基金-P類型-新臺幣,"3,043,757,114","227,004,851.60",1
AE21,安聯四季成長組合基金-R類型-新臺幣,"15,433,998","1,491,974.30",1
AE23,安聯目標收益基金-A類型(累積)-新臺幣,"2,106,452,614","185,676,005.60",173
,(本基金主要係投資於高風險非投資等級債券基金),,,
AE23,安聯目標收益基金-B類型(月配息)-新臺幣,"450,871,484","62,602,964.30",267
,(本基金主要係投資於高風險非投資等級債券基金且配息來源可能為本金),,,
AE23,安聯目標收益基金-A類型(累積)-美元,"60,041,781","177,508.00",19
,(本基金主要係投資於高風險非投資等級債券基金),,,
AE23,安聯目標收益基金-B類型(月配息)-美元,"122,399,450","567,920.80",26
,(本基金主要係投資於高風險非投資等級債券基金且配息來源可能為本金),,,
AE23,安聯目標收益基金-A類型(累積)-人民幣,"37,598,967","635,349.80",21
,(本基金主要係投資於高風險非投資等級債券基金),,,
AE23,安聯目標收益基金-B類型(月配息)-人民幣,"368,362,019","10,803,524.50",38
,(本基金主要係投資於高風險非投資等級債券基金且配息來源可能為本金),,,
AE23,安聯目標收益基金-N類型(月配息)-新臺幣,"20,400,380","2,281,707.50",5
,(本基金主要係投資於高風險非投資等級債券基金且配息來源可能為本金),,,
AE23,安聯目標收益基金-N類型(月配息)-人民幣,"34,358,960","843,360.60",4
,(本基金主要係投資於高風險非投資等級債券基金且配息來源可能為本金),,,
AA2,安聯中華新思路基金-新臺幣,"2,365,319,210","91,526,809.50","1,755"
AA2,安聯中華新思路基金-人民幣,"803,395,040","6,055,778.00",63
AA2,安聯中華新思路基金-美元,"397,711,403","468,359.50",62
AA2,安聯全球綠能趨勢基金,"5,664,319,738","503,664,392.30","3,774"
AA2,安聯全球人口趨勢基金-A類型-新臺幣,"1,873,658,842","118,099,236.40",579
AA2,安聯全球人口趨勢基金-R類型-新臺幣,"3,431,932","332,521.50",1
AA2,安聯全球農金趨勢基金,"2,516,935,121","288,743,736.10","2,055"
AA1,安聯台灣智慧基金,"15,034,764,354","149,539,504.50","9,054"
AJ2,安聯收益成長多重資產基金-A類型(累積)-新臺幣,"9,688,873,931","673,067,286.30","1,600"
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,安聯收益成長多重資產基金-B類型(月配息)-新臺幣,"15,573,296,381","1,407,496,246.50","1,980"
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯收益成長多重資產基金-A類型(累積)-人民幣,"1,308,633,076","19,061,032.50",114
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,安聯收益成長多重資產基金-B類型(月配息)-人民幣,"6,074,298,095","128,070,138.30",83
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯收益成長多重資產基金- N類型(月配息)-新臺幣,"9,145,164,079","706,057,981.50",27
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯收益成長多重資產基金- N類型(月配息)-人民幣,"4,116,305,579","75,590,358.10",33
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯收益成長多重資產基金-N類型(月配息)-美元,"18,853,722,981","59,769,308.90",31
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯收益成長多重資產基金-A類型(累積)-美元,"1,296,745,355","3,521,042.60",90
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,安聯收益成長多重資產基金-B類型(月配息)-美元,"1,687,992,351","5,369,350.40",53
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯收益成長多重資產基金- C類型(累積)-新臺幣,"311,362,789","29,149,551.40",13
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,安聯收益成長多重資產基金- C類型(累積)-美元,"566,537,819","1,875,244.50",14
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC23,安聯美國短年期高收益債券基金-A類型(累積)-新臺幣,"4,365,216,725","402,847,260.40",422
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,安聯美國短年期高收益債券基金-B類型(月配息)-新臺幣,"956,863,008","99,586,390.20",235
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,安聯美國短年期高收益債券基金- N類型(月配息)-新臺幣,"1,173,211,183","122,105,321.00",19
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,安聯美國短年期高收益債券基金- B類型(月配息)-人民幣,"316,270,117","7,637,189.00",39
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,安聯美國短年期高收益債券基金- N類型(月配息)-人民幣,"842,480,356","20,328,835.60",20
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,安聯美國短年期高收益債券基金- B類型(月配息)-美元,"1,353,001,241","5,094,515.50",55
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,安聯美國短年期高收益債券基金- N類型(月配息)-美元,"4,103,551,172","15,446,910.50",24
,(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,安聯美國短年期高收益債券基金- A類型(累積)-美元,"398,589,013","1,295,542.80",53
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,安聯美國短年期高收益債券基金- A類型(累積)-人民幣,"121,295,908","2,441,742.00",16
,(本基金主要係投資於非投資等級之高風險債券),,,
AJ2,安聯特別收益多重資產基金- A類型(累積)-新臺幣,"1,741,218,499","163,830,614.30",360
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,安聯特別收益多重資產基金- B類型(月配息)-新臺幣,"302,051,042","30,257,454.90",215
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯特別收益多重資產基金- N類型(月配息)-新臺幣,"134,670,666","13,490,875.20",8
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯特別收益多重資產基金- HA類型(累積)-新臺幣(避險),"176,490,340","15,770,349.90",94
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,安聯特別收益多重資產基金- HB類型(月配息)-新臺幣(避險),"101,059,539","9,592,623.60",69
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯特別收益多重資產基金- HN類型(月配息)-新臺幣(避險),"91,871,144","8,717,725.80",8
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯特別收益多重資產基金- HA類型(累積)-人民幣(避險),"99,970,703","1,975,996.50",26
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,安聯特別收益多重資產基金- HB類型(月配息)-人民幣(避險),"79,982,557","1,737,869.50",18
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯特別收益多重資產基金- HN類型(月配息)-人民幣(避險),"154,719,674","3,365,683.20",10
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯特別收益多重資產基金- A類型(累積)-美元,"590,490,432","1,880,079.10",90
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AJ2,安聯特別收益多重資產基金- B類型(月配息)-美元,"358,543,591","1,218,873.40",31
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AJ2,安聯特別收益多重資產基金- N類型(月配息)-美元,"510,483,072","1,736,446.30",14
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AE22,安聯新興債券收益組合基金- A類型(累積)-新臺幣,"740,799,640","79,419,504.40",174
,(本基金有一定比例之投資包含高風險非投資等級債券基金),,,
AE22,安聯新興債券收益組合基金- B類型(月配息)-新臺幣,"134,883,757","15,591,575.60",118
,(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),,,
AE22,安聯新興債券收益組合基金- N類型(月配息)-新臺幣,"55,721,911","6,441,053.50",3
,(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),,,
AE22,安聯新興債券收益組合基金- HA類型(累積)-新臺幣(避險),"191,852,359","19,378,530.00",46
,(本基金有一定比例之投資包含高風險非投資等級債券基金),,,
AE22,安聯新興債券收益組合基金- HB類型(月配息)-新臺幣(避險),"27,944,972","3,024,236.00",24
,(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),,,
AE22,安聯新興債券收益組合基金- HN類型(月配息)-新臺幣(避險),"61,723,415","6,679,754.00",2
,(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),,,
AE22,安聯新興債券收益組合基金- HA類型(累積)-人民幣(避險),"32,381,174","726,071.70",10
,(本基金有一定比例之投資包含高風險非投資等級債券基金),,,
AE22,安聯新興債券收益組合基金- HB類型(月配息)-人民幣(避險),"11,851,177","290,294.20",4
,(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),,,
AE22,安聯新興債券收益組合基金- HN類型(月配息)-人民幣(避險),"32,347,369","792,654.80",3
,(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),,,
AE22,安聯新興債券收益組合基金- A類型(累積)-美元,"117,538,341","426,453.50",21
,(本基金有一定比例之投資包含高風險非投資等級債券基金),,,
AE22,安聯新興債券收益組合基金- B類型(月配息)-美元,"96,880,168","379,049.20",8
,(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),,,
AE22,安聯新興債券收益組合基金- N類型(月配息)-美元,"163,494,262","639,708.80",4
,(本基金有一定比例之投資包含高風險非投資等級債券基金且配息來源可能為本金),,,
AC21,安聯全球債券基金-A類型(累積),"365,136,509","28,693,615.10",94
AC21,安聯全球債券基金-B類型(月配息),"18,037,004","1,792,170.70",58
,(基金之配息來源可能為本金),,,
AA2,安聯亞洲動態策略基金,"409,651,823","15,813,293.30",521
AA2,安聯全球新興市場基金,"929,565,679","49,840,223.10",850
安聯投信,,"232,222,285,324","10,136,456,036.31","60,695"
AA1,國泰小龍基金-新台幣,"11,129,762,595","346,991,434.90","13,127"
AA1,國泰小龍基金-美元I,0,0.00,0
AA1,國泰小龍基金-新台幣R,"13,096,174","407,844.70",1
AA1,國泰科技生化基金,"3,866,382,570","48,836,198.80","9,589"
AA1,國泰國泰基金-新台幣A,"4,942,017,731","91,948,043.10","11,670"
AA1,國泰國泰基金-新台幣I,0,0.00,0
AD1,國泰台灣貨幣市場基金,"50,786,479,662","4,043,868,217.20","4,239"
AA1,國泰中小成長基金-新台幣,"5,234,548,135","51,377,923.80","17,866"
AA1,國泰中小成長基金-美元I,0,0.00,0
AA1,國泰大中華基金,"7,861,175,835","163,934,621.90","4,728"
AA2,國泰中港台基金-新台幣,"1,552,980,588","85,409,458.20","5,720"
AA2,國泰中港台基金-美元,"16,697,511","915,035.40",11
AA2,國泰中港台基金-人民幣,"28,426,894","1,563,495.40",6
AE22,國泰豐益債券組合基金-新台幣,"623,721,189","47,774,215.70",564
AE22,國泰豐益債券組合基金-美元,"15,853,210","1,252,521.70",2
AE22,國泰豐益債券組合基金-新台幣R,"362,663","27,672.20",1
AA2,國泰新興市場基金-新台幣,"446,468,654","35,720,704.70","2,895"
AA2,國泰新興市場基金-美元,"304,610,929","24,370,255.10",14
AA2,國泰全球資源基金-新台幣,"476,372,150","81,695,930.20","2,085"
AA2,國泰全球資源基金-美元,"4,172,782","725,328.90",3
AA2,國泰中國內需增長基金-新台幣,"6,484,165,328","229,268,912.90","10,561"
AA2,國泰中國內需增長基金-美元A,"2,055,357,526","66,531,472.10",133
AA2,國泰中國內需增長基金-美元I,"3,396,729,146","100,548,784.40",7
AA2,國泰中國內需增長基金-人民幣,"760,449,808","26,892,137.50",63
AC23,國泰新興高收益債券基金-新台幣A(不配息),"155,817,822","15,096,935.90",203
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,國泰新興高收益債券基金-新台幣B(配息),"1,566,992,867","289,931,993.30",689
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,國泰新興高收益債券基金-美元A(不配息),"2,130,294","210,945.80",4
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,國泰新興高收益債券基金-美元B(配息),"21,911,121","4,024,628.10",12
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,國泰新興高收益債券基金-人民幣A(不配息),"7,835,243","800,118.50",5
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,國泰新興高收益債券基金-人民幣B(配息),"8,570,808","1,640,043.10",5
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,國泰新興高收益債券基金-美元I(不配息),"1,588,830,251","157,080,836.90",4
,(本基金主要係投資於非投資等級之高風險債券),,,
AA2,國泰中國新興戰略基金-新台幣,"2,877,402,780","111,719,376.20","6,895"
AA2,國泰中國新興戰略基金-美元,"377,777,768","14,788,165.30",37
AA2,國泰中國新興戰略基金-人民幣,"142,659,864","5,536,444.10",29
AD2,國泰人民幣貨幣市場基金-人民幣,"632,437,542","11,766,470.30",134
AD2,國泰人民幣貨幣市場基金-美元,"54,074,397","1,008,715.10",13
AC21,國泰中國新興債券基金-新台幣,"120,382,051","13,357,801.30",165
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,國泰中國新興債券基金-美元,"101,177,189","11,238,441.10",8
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,國泰中國新興債券基金-人民幣,0,0.00,0
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰全球多重收益平衡基金-新台幣A(不配息),"2,752,813,566","218,646,585.00",259
,(本子基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰全球多重收益平衡基金-新台幣B(配息),"297,246,543","28,359,664.00",94
,(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰全球多重收益平衡基金-美元A(不配息),"687,560,881","47,424,400.20",15
,(本子基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰全球多重收益平衡基金-美元B(配息型),"22,042,669","1,799,816.80",14
,(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰全球多重收益平衡基金-美元I(不配息),"22,900,205,694","1,457,304,531.20",5
,(本子基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰全球多重收益平衡基金-澳幣A(不配息),"10,507,238","801,565.20",9
,(本子基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰全球多重收益平衡基金-新台幣NB(配息型),0,0.00,0
,(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰全球多重收益平衡基金-美元NB(配息型),0,0.00,0
,(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰全球多重收益平衡基金-新台幣R(不配息),"1,121,583","88,949.10",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AA2,國泰亞洲成長基金-新台幣,"170,336,113","12,336,312.10","1,095"
AA2,國泰亞洲成長基金-美元,"191,468,415","13,422,318.30",16
AH21,國泰富時中國A50基金,"3,351,024,499","133,946,000.00","12,249"
AB2,國泰亞太入息平衡基金-新台幣A(不配息),"277,893,492","21,680,429.40","1,211"
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰亞太入息平衡基金-新台幣B(配息),"39,953,293","4,095,094.60",38
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰亞太入息平衡基金-美元A(不配息),"43,782,803","3,417,583.60",13
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰亞太入息平衡基金-美元B(配息),"31,038,484","3,183,161.30",14
,(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰亞太入息平衡基金-人民幣A(不配息),"21,845,045","1,711,272.70",16
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰亞太入息平衡基金-澳幣A(不配息),"12,305,628","962,087.10",11
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AH23,國泰A50傘型基金之富時中國A50單日反向1倍基金,"169,577,891","22,857,000.00",445
AH23,國泰A50傘型基金之富時中國A50單日正向2倍基金,"5,173,605,877","124,958,000.00","3,865"
AH21,國泰日本ETF傘型基金之日經225基金,"159,035,970","4,613,000.00",153
AA2,國泰全球高股息基金-新台幣,"96,191,214","7,639,814.40",483
AA2,國泰全球高股息基金-美元,"194,081,881","15,430,848.50",17
AA2,國泰全球高股息基金-人民幣,"23,833,543","1,896,659.20",12
AA2,國泰全球高股息基金-澳幣,"2,489,569","196,923.70",5
AH13,國泰臺指ETF傘型基金之臺灣加權指數單日反向1倍基金,"2,502,017,968","431,075,000.00","5,137"
AH13,國泰臺指ETF傘型基金之臺灣加權指數單日正向2倍基金,"3,615,062,485","27,309,000.00",71
AH23,國泰美國ETF傘型基金之道瓊工業平均指數單日反向1倍基金,"2,110,670,741","282,117,000.00","5,205"
AH21,國泰美國ETF傘型基金之道瓊工業平均指數基金,"404,274,053","11,058,000.00","1,385"
AE22,國泰智富ETF安鑫組合基金-新台幣A(不配息),"166,373,384","14,975,735.60",202
AE22,國泰智富ETF安鑫組合基金-新台幣B(配息),"57,086,639","5,752,287.10",51
,(本組合型基金之配息來源可能為本金),,,
AE22,國泰智富ETF安鑫組合基金-美元A(不配息),"24,158,836","2,304,371.40",13
AE22,國泰智富ETF安鑫組合基金-澳幣A(不配息),"6,006,527","561,713.30",5
AH22,國泰美國債券ETF傘型基金之彭博巴克萊20年期(以上)美國公債指數基金,"8,190,993,750","188,787,000.00","1,611"
AH24,國泰美國債券ETF傘型基金之彭博巴克萊20年期(以上)美國公債指數單日反向1倍基金,"11,334,717,946","824,389,000.00",146
AH24,國泰美國債券ETF傘型基金之彭博巴克萊20年期(以上)美國公債指數單日正向2倍基金,"77,791,417","3,115,000.00",61
AH11,國泰低波動ETF傘型基金之臺灣低波動股利精選30基金,"3,741,453,553","138,391,000.00","31,313"
AH21,國泰低波動ETF傘型基金之美國標普500低波動高股息基金,"149,084,996","7,188,000.00",971
AE21,國泰全球積極組合基金-新台幣A(不配息),"1,067,797,854","39,571,354.60","1,923"
AE21,國泰全球積極組合基金-美元A(不配息),"56,123,984","2,080,178.70",30
AE21,國泰全球積極組合基金-新台幣B(配息),"36,541,331","1,512,722.40",59
,(本基金之配息來源可能為本金),,,
AE21,國泰全球積極組合基金-澳幣A(不配息),"8,239,258","305,349.40",8
AE21,國泰全球積極組合基金-新台幣R(不配息),"28,027,188","1,037,827.70",1
AA2,國泰全球基礎建設基金-新台幣,"775,502,226","58,128,227.70","2,600"
AA2,國泰全球基礎建設基金-美元,"29,357,320","2,070,110.60",14
AH22,國泰息收ETF傘型基金之彭博巴克萊10年期(以上)BBB美元息收公司債券基金,"48,674,728,933","1,106,206,000.00",728
AH22,國泰息收ETF傘型基金之彭博巴克萊優選1-5年美元高收益債券基金,"3,418,567,123","90,689,000.00",939
,(本子基金主要係投資於非投資等級之高風險債券),,,
AH22,國泰息收ETF傘型基金之彭博巴克萊新興市場5年期(以上)美元息收投資等級債券基金,"47,188,621,256","1,136,989,000.00",334
AH22,國泰優勢收益傘型基金之富時人民幣短期報酬ETF基金,"271,748,348","6,772,000.00",44
,(本子基金不適用免徵證券交易稅),,,
AC23,國泰主順位資產抵押高收益債券基金-新台幣A(不配息),"1,110,748,492","105,988,559.60",474
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,國泰主順位資產抵押高收益債券基金-新台幣B(配息),"474,693,776","54,444,349.20",357
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,國泰主順位資產抵押高收益債券基金-新台幣NB(配息),"530,248,616","60,609,045.60",7
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,國泰主順位資產抵押高收益債券基金-美元A(不配息),"2,163,550,751","209,318,471.80",30
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,國泰主順位資產抵押高收益債券基金-美元B(配息),"178,791,548","20,820,805.50",23
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,國泰主順位資產抵押高收益債券基金-美元NB(配息),"1,104,859,342","128,245,817.60",8
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AH21,國泰趨勢ETF傘型基金之納斯達克全球人工智慧及機器人基金,"977,050,012","29,038,000.00","4,667"
AH21,國泰趨勢ETF傘型基金之臺韓科技基金,"159,822,881","4,789,000.00",591
AH21,國泰趨勢ETF傘型基金之富時新興市場基金,"169,690,651","7,727,000.00",388
AH21,國泰新中國傘型基金之富時中國A150ETF基金,"145,771,860","4,847,000.00",567
AB2,國泰中國新時代平衡基金-新台幣,"118,665,772","10,060,084.40",218
,(本子基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰中國新時代平衡基金-美元,"141,478,182","12,030,342.80",9
,(本子基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰中國新時代平衡基金-人民幣,"29,210,280","2,466,754.90",10
,(本子基金有相當比重投資於非投資等級之高風險債券),,,
AH22,國泰新中國傘型基金之國泰富時中國5年期以上政策金融債券ETF基金,"31,332,838,658","730,228,000.00",95
AH22,國泰彭博巴克萊10年期以上A等級美元公司債券ETF基金,"53,530,529,976","1,178,589,000.00",366
AH21,國泰標普北美科技ETF基金,"140,348,970","3,458,000.00",810
AH22,國泰旗艦產業ETF傘型基金之15年期以上A等級公用事業產業債券基金,"123,111,374","2,967,000.00",224
AH22,國泰旗艦產業ETF傘型基金之15年期以上A等級科技產業債券基金,"119,231,528","2,836,000.00",169
AH22,國泰旗艦產業ETF傘型基金之7-10年A等級金融產業債券基金,"7,301,865,350","183,602,000.00",122
AC21,國泰六年階梯到期新興市場債券基金-新台幣(不配息),"2,438,095,287","254,260,024.67",2
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,國泰六年階梯到期新興市場債券基金-美元(不配息),"2,412,082,818","8,138,437.79",2
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,國泰六年階梯到期新興市場債券基金-人民幣(不配息),"1,104,521,632","24,056,595.07",2
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AH22,國泰15年期以上A等級醫療保健產業債券基金,"168,645,275","4,036,000.00",238
AH21,國泰美國費城半導體基金,"4,798,594,533","138,465,000.00","7,173"
AC21,國泰2025到期新興市場債券基金-美元,"1,064,853,662","3,674,838.90",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,國泰2025到期新興市場債券基金-人民幣,"654,356,195","14,501,803.80",1
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AE24,國泰泰享退系列2029目標日期組合基金-新台幣A,"581,125,708","45,196,812.80",718
AE24,國泰泰享退系列2029目標日期組合基金-美元A,"47,380,309","3,815,066.00",15
AE24,國泰泰享退系列2029目標日期組合基金-新台幣P,"2,000,120,077","153,539,091.30",1
AE24,國泰泰享退系列2029目標日期組合基金-新台幣R,"5,555,895","431,960.70",1
AE24,國泰泰享退系列2049目標日期組合基金-新台幣A,"512,598,411","35,824,778.30","1,768"
AE24,國泰泰享退系列2049目標日期組合基金-美元A,"101,489,146","7,309,260.80",30
AE24,國泰泰享退系列2049目標日期組合基金-新台幣P,"1,671,630,107","114,503,275.60",1
AE24,國泰泰享退系列2049目標日期組合基金-新台幣R,"12,031,086","840,563.10",1
AE24,國泰泰享退系列2039目標日期組合基金-新台幣A,"230,798,922","16,811,945.80","1,367"
AE24,國泰泰享退系列2039目標日期組合基金-美元A,"52,871,480","3,968,906.80",21
AE24,國泰泰享退系列2039目標日期組合基金-新台幣P,"1,474,149,829","105,573,634.20",1
AE24,國泰泰享退系列2039目標日期組合基金-新台幣R,"5,604,239","408,066.20",1
AH23,國泰道瓊工業平均指數單日正向2倍基金,"329,629,855","14,365,000.00",497
AH22,國泰美國收益傘型基金之美國短期公債ETF基金,"190,902,338","5,244,000.00",596
AB2,國泰美國多重收益平衡基金-新台幣A(不配息),"295,603,895","26,327,683.30",258
,(本子基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰美國多重收益平衡基金-新台幣B(配息),"134,137,988","12,742,623.30",31
,(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰美國多重收益平衡基金-新台幣NB(配息),"600,701,565","57,124,624.30",4
,(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰美國多重收益平衡基金-美元A(不配息),"813,791,979","73,705,999.80",7
,(本子基金有相當比重投資於非投資等級之高風險債券),,,
AB2,國泰美國多重收益平衡基金-美元B(配息),"76,085,150","7,340,856.60",7
,(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰美國多重收益平衡基金-美元NB(配息),"1,253,837,786","121,166,773.20",6
,(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰美國多重收益平衡基金-人民幣B(配息),"53,969,664","4,591,692.60",3
,(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AB2,國泰美國多重收益平衡基金-南非幣B(配息),"6,576,496","534,316.60",4
,(本子基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),,,
AC23,國泰亞洲高收益債券基金-新台幣A(不配息),"681,689,032","87,673,803.16",257
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,國泰亞洲高收益債券基金-新台幣B(配息),"53,661,447","7,384,186.13",37
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,國泰亞洲高收益債券基金-新台幣NB(配息),"197,572,324","27,186,906.35",3
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,國泰亞洲高收益債券基金-美元A(不配息),"196,993,489","900,713.82",27
,(本基金主要係投資於非投資等級之高風險債券),,,
AC23,國泰亞洲高收益債券基金-美元B(配息),"78,274,441","382,915.59",10
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC23,國泰亞洲高收益債券基金-美元NB(配息),"670,791,085","3,281,503.16",4
,(本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AH21,國泰網路資安ETF基金,"1,126,398,905","35,988,000.00","8,107"
AH11,國泰台灣高股息傘型基金之台灣ESG永續高股息ETF基金,"35,033,171,426","1,828,790,000.00","290,243"
,(本子基金之配息來源可能為收益平準金),,,
AA1,國泰台灣高股息傘型基金之台灣高股息基金-新台幣A(不配息),"3,122,645,704","164,545,200.40","3,985"
AA1,國泰台灣高股息傘型基金之台灣高股息基金-新台幣B(配息),"1,884,087,733","107,380,739.80","2,024"
AH11,國泰台灣5G PLUS ETF基金,"35,478,166,077","1,862,903,000.00","293,212"
AH21,國泰全球智能電動車ETF基金,"19,895,070,053","1,179,884,000.00","149,181"
AH21,國泰全球基因免疫與醫療革命ETF基金,"3,963,308,815","418,476,000.00","31,644"
國泰投信,,"503,548,819,961","22,332,759,850.04","965,005"
AA1,富達台灣成長基金,"1,580,904,238","28,513,708.80","1,706"
AC21,富達亞洲總報酬基金A股累積型新臺幣計價級別,"179,665,880","16,769,946.89",48
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,富達亞洲總報酬基金A股月配息型新臺幣計價級別,"389,484,898","47,995,890.06",72
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
AC21,富達亞洲總報酬基金A股累積型美元計價級別,"74,672,760","229,092.21",29
,(本基金有相當比重投資於非投資等級之高風險債券),,,
AC21,富達亞洲總報酬基金A股月配息型美元計價級別,"126,343,253","499,991.92",28
,(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),,,
